prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R26CW25851974,2026-04-20 00:00:00,포110005,시설공통자재(토목),31161689,22146439,공사원가기준과,070-4056-7384,정승환,"록볼트(ALL SCREW TYPE 너트,와셔포함)","락볼트, D25×6.0m, 너트.와셔포함",EA,23130,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851978,2026-04-20 00:00:00,포110005,시설공통자재(토목),31161689,20135638,공사원가기준과,070-4056-7384,정승환,"록볼트(ALL SCREW TYPE 너트,와셔포함)","락볼트, D25×2.0m, 너트.와셔포함 ",EA,9450,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851977,2026-04-20 00:00:00,포110005,시설공통자재(토목),31161689,20135639,공사원가기준과,070-4056-7384,정승환,"록볼트(ALL SCREW TYPE 너트,와셔포함)","락볼트, D25×3.0m, 너트.와셔포함 ",EA,12870,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851976,2026-04-20 00:00:00,포110005,시설공통자재(토목),31161689,20135641,공사원가기준과,070-4056-7384,정승환,"록볼트(ALL SCREW TYPE 너트,와셔포함)","락볼트, D25×4.0m, 너트.와셔포함 ",EA,16290,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851975,2026-04-20 00:00:00,포110005,시설공통자재(토목),31161689,20135643,공사원가기준과,070-4056-7384,정승환,"록볼트(ALL SCREW TYPE 너트,와셔포함)","락볼트, D25×5.0m, 너트.와셔포함 ",EA,19710,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R24CW21374729,2024-10-16 14:14:21,포110005,시설공통자재(토목),31201608,20277455,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 선단용",EA,3800,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374730,2024-10-16 14:14:21,포110005,시설공통자재(토목),31201608,20277456,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 충진용",EA,3800,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374728,2024-10-16 14:14:21,포110005,시설공통자재(토목),31201608,20277454,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 급결용",EA,3800,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R25CW23002401,2025-04-24 00:00:00,포110005,시설공통자재(토목),31201608,20277456,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 충진용",EA,3600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002403,2025-04-24 00:00:00,포110005,시설공통자재(토목),31201608,20277454,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 급결용",EA,3600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002402,2025-04-24 00:00:00,포110005,시설공통자재(토목),31201608,20277455,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 선단용",EA,3600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311869,2025-10-23 00:00:00,포110005,시설공통자재(토목),31201608,20277456,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 충진용",EA,2800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311871,2025-10-23 00:00:00,포110005,시설공통자재(토목),31201608,20277454,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 급결용",EA,2800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311870,2025-10-23 00:00:00,포110005,시설공통자재(토목),31201608,20277455,공사원가기준과,070-4056-7254,황순남,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 선단용",EA,2800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851979,2026-04-20 00:00:00,포110005,시설공통자재(토목),31201608,20277456,공사원가기준과,070-4056-7384,정승환,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 충진용",EA,2800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851981,2026-04-20 00:00:00,포110005,시설공통자재(토목),31201608,20277454,공사원가기준과,070-4056-7384,정승환,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 급결용",EA,2800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851980,2026-04-20 00:00:00,포110005,시설공통자재(토목),31201608,20277455,공사원가기준과,070-4056-7384,정승환,"레진(급결,선단,충진용)","거품접착제, 나틈레진, 선단용",EA,2800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R24CW21374821,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741763,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(다호 1호/고휘도)",kg,4300,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374823,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741765,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(물잠김상태 2호)",kg,31000,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374820,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741762,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(다호 1호/일반)",kg,1700,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374817,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741759,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(나호 1호/일반)",kg,1700,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374815,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741757,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(가호 1호/고휘도)",kg,4300,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374819,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741761,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(나호 2호)",kg,12000,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374822,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741764,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(다호 2호)",kg,12000,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374823,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741765,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(물잠김상태 2호)",kg,31000,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374820,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741762,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(다호 1호/일반)",kg,1700,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374817,2024-10-16 14:14:21,포110005,시설공통자재(토목),31211602,24741759,토목환경과,070-4056-7378,문태호,유리알,"질감조성물질, 유리알(나호 1호/일반)",kg,1700,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R25CW23002308,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741765,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(물잠김상태 2호)",kg,28000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002317,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741756,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 1호/일반)",kg,1700,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002316,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741757,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 1호/고휘도)",kg,4300,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002315,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741758,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 2호)",kg,12000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002314,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741759,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 1호/일반)",kg,1700,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002313,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741760,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 1호/고휘도)",kg,4300,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002312,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741761,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 2호)",kg,12000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002311,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741762,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(다호 1호/일반)",kg,1700,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002310,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741763,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(다호 1호/고휘도)",kg,4300,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002309,2025-04-24 00:00:00,포110005,시설공통자재(토목),31211602,24741764,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(다호 2호)",kg,12000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311776,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741765,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(물잠김상태 2호)",kg,27900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311785,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741756,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 1호/일반)",kg,1530,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311784,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741757,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 1호/고휘도)",kg,3870,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311783,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741758,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 2호)",kg,10800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311782,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741759,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 1호/일반)",kg,1530,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311781,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741760,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 1호/고휘도)",kg,3870,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311780,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741761,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 2호)",kg,10800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311779,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741762,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(다호 1호/일반)",kg,1530,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311778,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741763,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(다호 1호/고휘도)",kg,3870,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311777,2025-10-23 00:00:00,포110005,시설공통자재(토목),31211602,24741764,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(다호 2호)",kg,10800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851887,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741765,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(물잠김상태 2호)",kg,28800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851895,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741756,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 1호/일반)",kg,1530,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851894,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741757,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 1호/고휘도)",kg,4500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851893,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741758,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(가호 2호)",kg,10800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851892,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741759,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 1호/일반)",kg,1530,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851891,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741760,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 1호/고휘도)",kg,4500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851890,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741761,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(나호 2호)",kg,10800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851889,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741763,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(다호 1호/고휘도)",kg,4500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851888,2026-04-20 00:00:00,포110005,시설공통자재(토목),31211602,24741764,토목환경과,070-4056-7314,한기정,유리알,"질감조성물질, 유리알(다호 2호)",kg,10800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R24CW21374725,2024-10-16 14:14:21,포110005,시설공통자재(토목),40141791,22146569,토목환경과,070-4056-7382,이윤제,드레인보드,"배수판, 옹벽배수용",㎡,2500,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374726,2024-10-16 14:14:21,포110005,시설공통자재(토목),40141791,22146570,토목환경과,070-4056-7382,이윤제,드레인보드,"배수판, 터널용",㎡,2500,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374724,2024-10-16 14:14:21,포110005,시설공통자재(토목),40141791,22146568,토목환경과,070-4056-7382,이윤제,드레인보드,"배수판, 연약지반용",㎡,2500,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374727,2024-10-16 14:14:21,포110005,시설공통자재(토목),40141791,22146571,토목환경과,070-4056-7382,이윤제,드레인보드,"배수판, 교량용",㎡,2500,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R25CW23002404,2025-04-24 00:00:00,포110005,시설공통자재(토목),40141791,22146571,토목환경과,070-4056-7380,박신영,드레인보드,"배수판, 교량용",㎡,2500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002407,2025-04-24 00:00:00,포110005,시설공통자재(토목),40141791,22146568,토목환경과,070-4056-7380,박신영,드레인보드,"배수판, 연약지반용",㎡,2500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002406,2025-04-24 00:00:00,포110005,시설공통자재(토목),40141791,22146569,토목환경과,070-4056-7380,박신영,드레인보드,"배수판, 옹벽배수용",㎡,2500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002405,2025-04-24 00:00:00,포110005,시설공통자재(토목),40141791,22146570,토목환경과,070-4056-7380,박신영,드레인보드,"배수판, 터널용",㎡,2500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311872,2025-10-23 00:00:00,포110005,시설공통자재(토목),40141791,22146571,토목환경과,070-4056-7380,박신영,드레인보드,"배수판, 교량용",㎡,2250,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311875,2025-10-23 00:00:00,포110005,시설공통자재(토목),40141791,22146568,토목환경과,070-4056-7380,박신영,드레인보드,"배수판, 연약지반용",㎡,2250,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311874,2025-10-23 00:00:00,포110005,시설공통자재(토목),40141791,22146569,토목환경과,070-4056-7380,박신영,드레인보드,"배수판, 옹벽배수용",㎡,2250,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311873,2025-10-23 00:00:00,포110005,시설공통자재(토목),40141791,22146570,토목환경과,070-4056-7380,박신영,드레인보드,"배수판, 터널용",㎡,2250,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851982,2026-04-20 00:00:00,포110005,시설공통자재(토목),40141791,22146571,토목환경과,070-4056-7380,문대일,드레인보드,"배수판, 교량용",㎡,2290,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851985,2026-04-20 00:00:00,포110005,시설공통자재(토목),40141791,22146568,토목환경과,070-4056-7380,문대일,드레인보드,"배수판, 연약지반용",㎡,2290,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851984,2026-04-20 00:00:00,포110005,시설공통자재(토목),40141791,22146569,토목환경과,070-4056-7380,문대일,드레인보드,"배수판, 옹벽배수용",㎡,2290,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851983,2026-04-20 00:00:00,포110005,시설공통자재(토목),40141791,22146570,토목환경과,070-4056-7380,문대일,드레인보드,"배수판, 터널용",㎡,2290,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R24CW21374740,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146550,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ65/69mm",M,2340,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374744,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146554,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ85/89mm",M,3060,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374736,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146546,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ45/49mm",M,1880,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374738,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146548,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ55/59mm",M,2120,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374739,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146549,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ60/64mm",M,2240,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374749,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146559,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ110/114mm",M,3950,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374737,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146547,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ50/54mm",M,2000,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374741,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146551,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ70/74mm",M,2490,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374746,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146556,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ95/99mm",M,3400,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374747,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146557,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ100/104mm",M,3560,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374742,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146552,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ75/79mm",M,2620,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374745,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146555,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ90/94mm",M,3180,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374743,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146553,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ80/84mm",M,2870,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374748,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146558,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ105/109mm",M,3720,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374754,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146564,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ135/139mm",M,4970,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374755,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146565,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ140/144mm",M,5200,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374757,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146567,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ150/154mm",M,5800,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374752,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146562,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ125/129mm",M,4530,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374753,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146563,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ130/134mm",M,4740,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374750,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146560,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ115/119mm",M,4130,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374751,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146561,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ120/124mm",M,4320,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374756,2024-10-16 14:14:21,포110005,시설공통자재(토목),40142187,22146566,공사원가기준과,070-4056-7656,정명일,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ145/149mm",M,5500,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R25CW23002374,2025-04-24 00:00:00,포110005,시설공통자재(토목),40142187,22146567,공사원가기준과,070-4056-7656,신동천,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ150/154mm",M,5800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002375,2025-04-24 00:00:00,포110005,시설공통자재(토목),40142187,22146566,공사원가기준과,070-4056-7656,신동천,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ145/149mm",M,5500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002376,2025-04-24 00:00:00,포110005,시설공통자재(토목),40142187,22146565,공사원가기준과,070-4056-7656,신동천,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ140/144mm",M,5200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002377,2025-04-24 00:00:00,포110005,시설공통자재(토목),40142187,22146564,공사원가기준과,070-4056-7656,신동천,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ135/139mm",M,4970,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002378,2025-04-24 00:00:00,포110005,시설공통자재(토목),40142187,22146563,공사원가기준과,070-4056-7656,신동천,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ130/134mm",M,4740,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002379,2025-04-24 00:00:00,포110005,시설공통자재(토목),40142187,22146562,공사원가기준과,070-4056-7656,신동천,나선형쉬스관,"일반구조용탄소강관, 시스관, Φ125/129mm",M,4530,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
